date,store_nbr,family,sales_pred,scenario
2017-01-01,44,PRODUCE,11031.303585176542,no_promo
2017-01-01,40,PRODUCE,1478.8033388721792,no_promo
2017-01-01,54,PRODUCE,1466.7933937536534,no_promo
2017-01-01,5,PRODUCE,2953.4579684644814,no_promo
2017-01-01,31,PRODUCE,2371.4665236750693,no_promo
2017-01-01,12,PRODUCE,538.6224489940769,no_promo
2017-01-01,37,PRODUCE,3194.112976672881,no_promo
2017-01-01,34,PRODUCE,1279.9007995625523,no_promo
2017-01-01,44,PRODUCE,11039.25655524596,with_promo
2017-01-01,40,PRODUCE,1486.7563089416003,with_promo
2017-01-01,54,PRODUCE,1474.7463638230743,with_promo
2017-01-01,5,PRODUCE,2961.4109385339025,with_promo
2017-01-01,31,PRODUCE,2379.4194937444904,with_promo
2017-01-01,12,PRODUCE,546.5754190634979,with_promo
2017-01-01,37,PRODUCE,3202.0659467423015,with_promo
2017-01-01,34,PRODUCE,1287.8537696319731,with_promo
2017-01-02,44,PRODUCE,10339.107937114426,no_promo
2017-01-02,40,PRODUCE,976.1927452450836,no_promo
2017-01-02,54,PRODUCE,540.2668337968513,no_promo
2017-01-02,5,PRODUCE,1566.2734129073117,no_promo
2017-01-02,12,PRODUCE,317.4909977667626,no_promo
2017-01-02,31,PRODUCE,1311.0564392587562,no_promo
2017-01-02,37,PRODUCE,2479.7731738382986,no_promo
2017-01-02,34,PRODUCE,689.3556885245853,no_promo
2017-01-02,44,PRODUCE,10343.908553996964,with_promo
2017-01-02,40,PRODUCE,980.993362127623,with_promo
2017-01-02,54,PRODUCE,545.0674506793906,with_promo
2017-01-02,5,PRODUCE,1571.0740297898512,with_promo
2017-01-02,12,PRODUCE,322.2916146493019,with_promo
2017-01-02,31,PRODUCE,1315.8570561412955,with_promo
2017-01-02,37,PRODUCE,2484.5737907208377,with_promo
2017-01-02,34,PRODUCE,694.1563054071246,with_promo
2017-01-03,44,PRODUCE,8277.877374846095,no_promo
2017-01-03,40,PRODUCE,1722.041342078324,no_promo
2017-01-03,54,PRODUCE,641.5368198108132,no_promo
2017-01-03,5,PRODUCE,1353.7132419196287,no_promo
2017-01-03,12,PRODUCE,309.7288735342737,no_promo
2017-01-03,31,PRODUCE,2286.9632477286546,no_promo
2017-01-03,37,PRODUCE,2783.2360182925468,no_promo
2017-01-03,34,PRODUCE,945.4971471309702,no_promo
2017-01-03,44,PRODUCE,8282.677991728633,with_promo
2017-01-03,40,PRODUCE,1726.8419589608634,with_promo
2017-01-03,54,PRODUCE,646.3374366933526,with_promo
2017-01-03,5,PRODUCE,1358.5138588021682,with_promo
2017-01-03,12,PRODUCE,314.529490416813,with_promo
2017-01-03,31,PRODUCE,2291.7638646111936,with_promo
2017-01-03,37,PRODUCE,2788.036635175086,with_promo
2017-01-03,34,PRODUCE,950.2977640135098,with_promo
2017-01-04,44,PRODUCE,11022.831373004828,no_promo
2017-01-04,40,PRODUCE,876.568361608414,no_promo
2017-01-04,54,PRODUCE,468.15241950638836,no_promo
2017-01-04,5,PRODUCE,1856.524362130271,no_promo
2017-01-04,12,PRODUCE,277.75975176205253,no_promo
2017-01-04,31,PRODUCE,1297.876300034393,no_promo
2017-01-04,37,PRODUCE,3704.827775038589,no_promo
2017-01-04,34,PRODUCE,664.9234649951587,no_promo
2017-01-04,44,PRODUCE,11027.631989887366,with_promo
2017-01-04,40,PRODUCE,881.3689784909533,with_promo
