date,store_nbr,family,sales_pred,scenario
2017-01-01,44,PREPARED FOODS,509.6675509828894,no_promo
2017-01-01,40,PREPARED FOODS,50.41863067815863,no_promo
2017-01-01,54,PREPARED FOODS,73.6840258760325,no_promo
2017-01-01,5,PREPARED FOODS,75.3071287547751,no_promo
2017-01-01,31,PREPARED FOODS,114.18221926510168,no_promo
2017-01-01,12,PREPARED FOODS,42.96696532258239,no_promo
2017-01-01,37,PREPARED FOODS,125.62229478759824,no_promo
2017-01-01,34,PREPARED FOODS,41.356717046765525,no_promo
2017-01-02,44,PREPARED FOODS,524.8056506056314,no_promo
2017-01-02,40,PREPARED FOODS,49.36706340521083,no_promo
2017-01-02,54,PREPARED FOODS,70.87700117957372,no_promo
2017-01-02,5,PREPARED FOODS,78.10676844438255,no_promo
2017-01-02,31,PREPARED FOODS,86.62779167067168,no_promo
2017-01-02,12,PREPARED FOODS,45.82802162160061,no_promo
2017-01-02,37,PREPARED FOODS,92.13647554364539,no_promo
2017-01-02,34,PREPARED FOODS,31.015983612742353,no_promo
2017-01-03,44,PREPARED FOODS,477.93665091139763,no_promo
2017-01-03,40,PREPARED FOODS,57.98727574996895,no_promo
2017-01-03,54,PREPARED FOODS,45.3528050396305,no_promo
2017-01-03,5,PREPARED FOODS,58.60106103268646,no_promo
2017-01-03,31,PREPARED FOODS,79.16707004718289,no_promo
2017-01-03,12,PREPARED FOODS,49.35871552126179,no_promo
2017-01-03,37,PREPARED FOODS,97.2477098135769,no_promo
2017-01-03,34,PREPARED FOODS,29.954187676943462,no_promo
2017-01-04,44,PREPARED FOODS,478.3205405232198,no_promo
2017-01-04,40,PREPARED FOODS,54.98653351737787,no_promo
2017-01-04,54,PREPARED FOODS,52.78434600959297,no_promo
2017-01-04,5,PREPARED FOODS,64.01163522285118,no_promo
2017-01-04,31,PREPARED FOODS,78.17577150472663,no_promo
2017-01-04,12,PREPARED FOODS,60.18876756993048,no_promo
2017-01-04,37,PREPARED FOODS,101.23844077129534,no_promo
2017-01-04,34,PREPARED FOODS,30.073681758009386,no_promo
2017-01-05,44,PREPARED FOODS,478.811507166608,no_promo
2017-01-05,40,PREPARED FOODS,48.08058202099444,no_promo
2017-01-05,54,PREPARED FOODS,71.13320353586742,no_promo
2017-01-05,5,PREPARED FOODS,62.105686555526574,no_promo
2017-01-05,31,PREPARED FOODS,81.5430455318866,no_promo
2017-01-05,12,PREPARED FOODS,61.453424523783866,no_promo
2017-01-05,37,PREPARED FOODS,136.7660519828058,no_promo
2017-01-05,34,PREPARED FOODS,25.77994881583687,no_promo
2017-01-06,44,PREPARED FOODS,466.2074189182428,no_promo
2017-01-06,40,PREPARED FOODS,43.45346827099257,no_promo
2017-01-06,54,PREPARED FOODS,63.245347119197916,no_promo
2017-01-06,5,PREPARED FOODS,70.99213639419794,no_promo
