date,store_nbr,family,sales_pred,scenario
2017-01-01,44,CELEBRATION,67.0604852075873,no_promo
2017-01-01,40,CELEBRATION,6.911157453215851,no_promo
2017-01-01,54,CELEBRATION,4.722939458487914,no_promo
2017-01-01,5,CELEBRATION,24.02820068501981,no_promo
2017-01-01,31,CELEBRATION,12.350789483700794,no_promo
2017-01-01,12,CELEBRATION,27.369435039273853,no_promo
2017-01-01,37,CELEBRATION,19.27049955223145,no_promo
2017-01-01,34,CELEBRATION,13.821404052235971,no_promo
2017-01-02,44,CELEBRATION,38.541322447958876,no_promo
2017-01-02,40,CELEBRATION,19.46981847968064,no_promo
2017-01-02,54,CELEBRATION,5.540364390770841,no_promo
2017-01-02,5,CELEBRATION,20.814559090824744,no_promo
2017-01-02,31,CELEBRATION,8.701052976957381,no_promo
2017-01-02,12,CELEBRATION,6.542804105772014,no_promo
2017-01-02,37,CELEBRATION,11.523373295480447,no_promo
2017-01-02,34,CELEBRATION,11.739313530353924,no_promo
2017-01-03,44,CELEBRATION,44.98409655336792,no_promo
2017-01-03,40,CELEBRATION,5.91315916852737,no_promo
2017-01-03,54,CELEBRATION,5.7742342769077215,no_promo
2017-01-03,5,CELEBRATION,20.60828718044975,no_promo
2017-01-03,31,CELEBRATION,8.862581690497326,no_promo
2017-01-03,12,CELEBRATION,9.301839228998526,no_promo
2017-01-03,37,CELEBRATION,30.55853145314733,no_promo
2017-01-03,34,CELEBRATION,9.006052511954337,no_promo
2017-01-04,44,CELEBRATION,53.17870393251002,no_promo
2017-01-04,40,CELEBRATION,7.986132139855292,no_promo
2017-01-04,54,CELEBRATION,5.185709374279805,no_promo
2017-01-04,5,CELEBRATION,25.2812109476896,no_promo
2017-01-04,31,CELEBRATION,10.896213363704032,no_promo
2017-01-04,12,CELEBRATION,7.523223070578657,no_promo
2017-01-04,37,CELEBRATION,14.23475993616125,no_promo
2017-01-04,34,CELEBRATION,14.715158448863939,no_promo
2017-01-05,44,CELEBRATION,80.33397809580445,no_promo
2017-01-05,40,CELEBRATION,6.984653756526708,no_promo
2017-01-05,54,CELEBRATION,6.024460854804778,no_promo
2017-01-05,5,CELEBRATION,23.22474770570622,no_promo
2017-01-05,31,CELEBRATION,7.23359932607353,no_promo
2017-01-05,12,CELEBRATION,6.881854119999127,no_promo
2017-01-05,37,CELEBRATION,13.545056857078375,no_promo
2017-01-05,34,CELEBRATION,11.57001824815924,no_promo
2017-01-06,44,CELEBRATION,79.7487377360713,no_promo
2017-01-06,40,CELEBRATION,8.465793892390156,no_promo
2017-01-06,54,CELEBRATION,6.2940253328432165,no_promo
2017-01-06,5,CELEBRATION,24.11983034617333,no_promo
2017-01-06,31,CELEBRATION,6.7283866837035085,no_promo
2017-01-06,12,CELEBRATION,9.696350640680171,no_promo
2017-01-06,37,CELEBRATION,29.860395365884848,no_promo
2017-01-06,34,CELEBRATION,16.023411502285402,no_promo
2017-01-07,44,CELEBRATION,56.7376178678838,no_promo
2017-01-07,40,CELEBRATION,7.84743225037302,no_promo
2017-01-07,54,CELEBRATION,8.977882243300199,no_promo
2017-01-07,5,CELEBRATION,29.948543492152517,no_promo
2017-01-07,31,CELEBRATION,8.878564171752899,no_promo
2017-01-07,12,CELEBRATION,30.122325508519076,no_promo
2017-01-07,37,CELEBRATION,25.685528545830827,no_promo
2017-01-07,34,CELEBRATION,13.724002477923145,no_promo
2017-01-08,44,CELEBRATION,39.12909322634525,no_promo
2017-01-08,40,CELEBRATION,7.251589465204478,no_promo
2017-01-08,54,CELEBRATION,7.174271560712982,no_promo
2017-01-08,5,CELEBRATION,23.85660668359818,no_promo
2017-01-08,31,CELEBRATION,10.256139665719147,no_promo
2017-01-08,12,CELEBRATION,7.0885607237955846,no_promo
2017-01-08,37,CELEBRATION,20.451330714280793,no_promo
2017-01-08,34,CELEBRATION,14.924671643068093,no_promo
2017-01-09,44,CELEBRATION,34.328918753969155,no_promo
2017-01-09,40,CELEBRATION,9.537845763798671,no_promo
2017-01-09,54,CELEBRATION,3.974697351832042,no_promo
2017-01-09,5,CELEBRATION,18.739472286680723,no_promo
2017-01-09,31,CELEBRATION,6.906299457282378,no_promo
2017-01-09,12,CELEBRATION,9.25383013770601,no_promo
2017-01-09,37,CELEBRATION,10.336682760005464,no_promo
2017-01-09,34,CELEBRATION,9.98113933421727,no_promo
2017-01-10,44,CELEBRATION,29.512499325735213,no_promo
2017-01-10,40,CELEBRATION,5.59343411047165,no_promo
2017-01-10,54,CELEBRATION,7.0122178141903415,no_promo
2017-01-10,5,CELEBRATION,18.216523135715647,no_promo
2017-01-10,31,CELEBRATION,6.5540731405481045,no_promo
2017-01-10,12,CELEBRATION,7.603459984627755,no_promo
2017-01-10,37,CELEBRATION,14.92060499037325,no_promo
2017-01-10,34,CELEBRATION,10.889781795964591,no_promo
2017-01-11,44,CELEBRATION,37.63928442429315,no_promo
2017-01-11,40,CELEBRATION,9.69532713412216,no_promo
2017-01-11,54,CELEBRATION,4.587088858199456,no_promo
2017-01-11,5,CELEBRATION,21.773252784814915,no_promo
2017-01-11,31,CELEBRATION,6.28744347275547,no_promo
2017-01-11,12,CELEBRATION,10.296870983626308,no_promo
2017-01-11,37,CELEBRATION,16.389378010842627,no_promo
2017-01-11,34,CELEBRATION,9.612359636235698,no_promo
2017-01-12,44,CELEBRATION,38.09406683630456,no_promo
2017-01-12,40,CELEBRATION,8.322589493266053,no_promo
2017-01-12,54,CELEBRATION,6.200749009942846,no_promo
2017-01-12,5,CELEBRATION,23.015760777623484,no_promo
2017-01-12,31,CELEBRATION,6.139267359649458,no_promo
2017-01-12,12,CELEBRATION,7.572428220838379,no_promo
2017-01-12,37,CELEBRATION,14.007705648799421,no_promo
2017-01-12,34,CELEBRATION,8.286688864118112,no_promo
2017-01-13,44,CELEBRATION,51.43208269000007,no_promo
2017-01-13,40,CELEBRATION,6.603297665123064,no_promo
2017-01-13,54,CELEBRATION,7.768237494717054,no_promo
2017-01-13,5,CELEBRATION,24.71123076276225,no_promo
2017-01-13,31,CELEBRATION,8.387132746857429,no_promo
2017-01-13,12,CELEBRATION,11.135257572955629,no_promo
2017-01-13,37,CELEBRATION,14.511377983298333,no_promo
2017-01-13,34,CELEBRATION,11.961259746623334,no_promo
2017-01-14,44,CELEBRATION,39.491614816599615,no_promo
2017-01-14,40,CELEBRATION,9.081491182552332,no_promo
2017-01-14,54,CELEBRATION,7.730284628073794,no_promo
2017-01-14,5,CELEBRATION,26.14779575367927,no_promo
2017-01-14,31,CELEBRATION,13.852290157917517,no_promo
2017-01-14,12,CELEBRATION,12.120536899422639,no_promo
2017-01-14,37,CELEBRATION,14.770770267951749,no_promo
2017-01-14,34,CELEBRATION,10.987318756644898,no_promo
2017-01-15,44,CELEBRATION,25.195611466942168,no_promo
2017-01-15,40,CELEBRATION,5.138373073774436,no_promo
2017-01-15,54,CELEBRATION,4.582513870272442,no_promo
2017-01-15,5,CELEBRATION,13.134917771261813,no_promo
2017-01-15,31,CELEBRATION,6.3745709436724916,no_promo
2017-01-15,12,CELEBRATION,8.175648958125581,no_promo
2017-01-15,37,CELEBRATION,10.120773204864097,no_promo
2017-01-15,34,CELEBRATION,7.902571636356959,no_promo
2017-01-16,44,CELEBRATION,31.423462907664096,no_promo
2017-01-16,40,CELEBRATION,6.981268591767421,no_promo
2017-01-16,54,CELEBRATION,6.446255131174553,no_promo
2017-01-16,5,CELEBRATION,19.183384401910992,no_promo
2017-01-16,31,CELEBRATION,9.429124461356867,no_promo
2017-01-16,12,CELEBRATION,8.86329235559074,no_promo
2017-01-16,37,CELEBRATION,10.20120416180542,no_promo
2017-01-16,34,CELEBRATION,7.5326533027224345,no_promo
2017-01-17,44,CELEBRATION,29.149600250025188,no_promo
2017-01-17,40,CELEBRATION,5.834743640355855,no_promo
2017-01-17,54,CELEBRATION,3.9879878244511326,no_promo
2017-01-17,5,CELEBRATION,21.516286430137733,no_promo
2017-01-17,31,CELEBRATION,5.2616761717542815,no_promo
2017-01-17,12,CELEBRATION,8.621975723750205,no_promo
2017-01-17,37,CELEBRATION,11.02019413301793,no_promo
2017-01-17,34,CELEBRATION,8.016053619271968,no_promo
2017-01-18,44,CELEBRATION,38.84488408033363,no_promo
2017-01-18,40,CELEBRATION,4.541908505964957,no_promo
2017-01-18,54,CELEBRATION,6.92922483695421,no_promo
2017-01-18,5,CELEBRATION,18.91463330076057,no_promo
2017-01-18,31,CELEBRATION,7.716620099443735,no_promo
2017-01-18,12,CELEBRATION,10.833315655833456,no_promo
2017-01-18,37,CELEBRATION,11.405268243270255,no_promo
2017-01-18,34,CELEBRATION,9.010479526723062,no_promo
2017-01-19,44,CELEBRATION,35.56689598563124,no_promo
2017-01-19,40,CELEBRATION,6.710146190039246,no_promo
2017-01-19,54,CELEBRATION,8.123126375070008,no_promo
2017-01-19,5,CELEBRATION,24.324029374510594,no_promo
2017-01-19,31,CELEBRATION,7.235375309370357,no_promo
2017-01-19,12,CELEBRATION,8.238961970177833,no_promo
2017-01-19,37,CELEBRATION,14.016167055217254,no_promo
2017-01-19,34,CELEBRATION,7.498799568563542,no_promo
2017-01-20,44,CELEBRATION,93.6694595192483,no_promo
2017-01-20,40,CELEBRATION,4.2750246788912225,no_promo
2017-01-20,54,CELEBRATION,4.637591589745162,no_promo
2017-01-20,5,CELEBRATION,28.67491672244239,no_promo
2017-01-20,31,CELEBRATION,11.618089863786777,no_promo
2017-01-20,12,CELEBRATION,12.047009531499198,no_promo
2017-01-20,37,CELEBRATION,11.808685848374035,no_promo
2017-01-20,34,CELEBRATION,10.54816609459048,no_promo
2017-01-21,44,CELEBRATION,40.8009874839134,no_promo
2017-01-21,40,CELEBRATION,8.001141937971479,no_promo
2017-01-21,54,CELEBRATION,7.5784237618120756,no_promo
2017-01-21,5,CELEBRATION,21.068686104986348,no_promo
2017-01-21,31,CELEBRATION,10.88811944947159,no_promo
2017-01-21,12,CELEBRATION,11.135688554580122,no_promo
2017-01-21,37,CELEBRATION,15.1196186871336,no_promo
2017-01-21,34,CELEBRATION,17.15927538810793,no_promo
2017-01-22,44,CELEBRATION,29.34277533076581,no_promo
2017-01-22,40,CELEBRATION,6.157123087722369,no_promo
2017-01-22,54,CELEBRATION,5.77145860716018,no_promo
2017-01-22,5,CELEBRATION,18.5058781415401,no_promo
2017-01-22,31,CELEBRATION,9.564574587373782,no_promo
2017-01-22,12,CELEBRATION,13.956205239225477,no_promo
2017-01-22,37,CELEBRATION,12.219807082824582,no_promo
2017-01-22,34,CELEBRATION,11.949465713637116,no_promo
2017-01-23,44,CELEBRATION,19.9118744477219,no_promo
2017-01-23,40,CELEBRATION,3.216529214148271,no_promo
2017-01-23,54,CELEBRATION,2.819052295485814,no_promo
2017-01-23,5,CELEBRATION,16.10953177238406,no_promo
2017-01-23,31,CELEBRATION,6.924319369654193,no_promo
2017-01-23,12,CELEBRATION,6.370001696325025,no_promo
2017-01-23,37,CELEBRATION,6.572715567549314,no_promo
2017-01-23,34,CELEBRATION,5.718022137956688,no_promo
2017-01-24,44,CELEBRATION,24.97620249750063,no_promo
2017-01-24,40,CELEBRATION,9.813748639939972,no_promo
2017-01-24,54,CELEBRATION,4.812991421156284,no_promo
2017-01-24,5,CELEBRATION,23.93684729838698,no_promo
2017-01-24,31,CELEBRATION,7.921057113477097,no_promo
2017-01-24,12,CELEBRATION,9.13552938748956,no_promo
2017-01-24,37,CELEBRATION,9.876070900199293,no_promo
2017-01-24,34,CELEBRATION,10.464529196773093,no_promo
2017-01-25,44,CELEBRATION,44.7520838270879,no_promo
2017-01-25,40,CELEBRATION,5.909661627436906,no_promo
2017-01-25,54,CELEBRATION,8.28687835795344,no_promo
2017-01-25,5,CELEBRATION,19.99396069114991,no_promo
2017-01-25,31,CELEBRATION,8.851267585544786,no_promo
2017-01-25,12,CELEBRATION,10.091128595014005,no_promo
2017-01-25,37,CELEBRATION,6.702675764266488,no_promo
2017-01-25,34,CELEBRATION,7.127634793499848,no_promo
2017-01-26,44,CELEBRATION,38.230891645740826,no_promo
2017-01-26,40,CELEBRATION,5.8528042573532,no_promo
2017-01-26,54,CELEBRATION,5.826355750959054,no_promo
2017-01-26,5,CELEBRATION,26.78343396576377,no_promo
2017-01-26,31,CELEBRATION,8.302923127123414,no_promo
2017-01-26,12,CELEBRATION,8.377708674608542,no_promo
2017-01-26,37,CELEBRATION,14.406946600637305,no_promo
2017-01-26,34,CELEBRATION,8.802941974561927,no_promo
2017-01-27,44,CELEBRATION,32.12768521087385,no_promo
2017-01-27,40,CELEBRATION,5.318174706280418,no_promo
