date,store_nbr,family,sales_pred,scenario
2017-01-01,44,HOME AND KITCHEN I,202.75723149011452,no_promo
2017-01-01,40,HOME AND KITCHEN I,39.22236252187759,no_promo
2017-01-01,54,HOME AND KITCHEN I,37.25793748527558,no_promo
2017-01-01,5,HOME AND KITCHEN I,45.159152554025596,no_promo
2017-01-01,31,HOME AND KITCHEN I,44.94790533488802,no_promo
2017-01-01,12,HOME AND KITCHEN I,21.443831634191334,no_promo
2017-01-01,37,HOME AND KITCHEN I,42.290098169369784,no_promo
2017-01-01,34,HOME AND KITCHEN I,67.83336930739239,no_promo
2017-01-01,44,HOME AND KITCHEN I,205.3684709781277,with_promo
2017-01-01,40,HOME AND KITCHEN I,41.83360200989078,with_promo
2017-01-01,54,HOME AND KITCHEN I,39.86917697328878,with_promo
2017-01-01,5,HOME AND KITCHEN I,47.770392042038786,with_promo
2017-01-01,31,HOME AND KITCHEN I,47.55914482290121,with_promo
2017-01-01,12,HOME AND KITCHEN I,24.05507112220453,with_promo
2017-01-01,37,HOME AND KITCHEN I,44.90133765738298,with_promo
2017-01-01,34,HOME AND KITCHEN I,70.44460879540557,with_promo
2017-01-02,44,HOME AND KITCHEN I,195.43444229346528,no_promo
2017-01-02,40,HOME AND KITCHEN I,34.89514355275258,no_promo
2017-01-02,54,HOME AND KITCHEN I,34.172010361939435,no_promo
2017-01-02,5,HOME AND KITCHEN I,39.7081835331082,no_promo
2017-01-02,31,HOME AND KITCHEN I,38.792097833202526,no_promo
2017-01-02,12,HOME AND KITCHEN I,15.543476456128197,no_promo
2017-01-02,37,HOME AND KITCHEN I,36.51559099643222,no_promo
2017-01-02,34,HOME AND KITCHEN I,60.772482549957736,no_promo
2017-01-02,44,HOME AND KITCHEN I,198.33471139022578,with_promo
2017-01-02,40,HOME AND KITCHEN I,37.79541264951306,with_promo
2017-01-02,54,HOME AND KITCHEN I,37.07227945869992,with_promo
2017-01-02,5,HOME AND KITCHEN I,42.60845262986868,with_promo
2017-01-02,31,HOME AND KITCHEN I,41.69236692996301,with_promo
2017-01-02,12,HOME AND KITCHEN I,18.44374555288868,with_promo
2017-01-02,37,HOME AND KITCHEN I,39.415860093192705,with_promo
2017-01-02,34,HOME AND KITCHEN I,63.67275164671822,with_promo
2017-01-03,44,HOME AND KITCHEN I,191.36191384784075,no_promo
2017-01-03,40,HOME AND KITCHEN I,34.74896248286112,no_promo
2017-01-03,54,HOME AND KITCHEN I,34.61908654449635,no_promo
2017-01-03,5,HOME AND KITCHEN I,38.598595028497,no_promo
2017-01-03,31,HOME AND KITCHEN I,39.41772699431995,no_promo
2017-01-03,12,HOME AND KITCHEN I,15.833623845808471,no_promo
2017-01-03,37,HOME AND KITCHEN I,38.32728749922473,no_promo
2017-01-03,34,HOME AND KITCHEN I,61.648168741161676,no_promo
2017-01-03,44,HOME AND KITCHEN I,194.26218294460125,with_promo
2017-01-03,40,HOME AND KITCHEN I,37.6492315796216,with_promo
2017-01-03,54,HOME AND KITCHEN I,37.51935564125683,with_promo
2017-01-03,5,HOME AND KITCHEN I,41.498864125257484,with_promo
2017-01-03,31,HOME AND KITCHEN I,42.31799609108043,with_promo
2017-01-03,12,HOME AND KITCHEN I,18.733892942568954,with_promo
2017-01-03,37,HOME AND KITCHEN I,41.22755659598521,with_promo
2017-01-03,34,HOME AND KITCHEN I,64.54843783792217,with_promo
2017-01-04,44,HOME AND KITCHEN I,267.4418386829311,no_promo
2017-01-04,40,HOME AND KITCHEN I,36.522703710506,no_promo
2017-01-04,54,HOME AND KITCHEN I,32.38676922719926,no_promo
2017-01-04,5,HOME AND KITCHEN I,41.74077032235915,no_promo
2017-01-04,31,HOME AND KITCHEN I,40.989430676229524,no_promo
2017-01-04,12,HOME AND KITCHEN I,17.15640906240136,no_promo
2017-01-04,37,HOME AND KITCHEN I,39.93995082541711,no_promo
2017-01-04,34,HOME AND KITCHEN I,64.72345778453104,no_promo
2017-01-04,44,HOME AND KITCHEN I,270.34210777969156,with_promo
2017-01-04,40,HOME AND KITCHEN I,39.42297280726648,with_promo
2017-01-04,54,HOME AND KITCHEN I,35.28703832395974,with_promo
2017-01-04,5,HOME AND KITCHEN I,44.64103941911963,with_promo
2017-01-04,31,HOME AND KITCHEN I,43.88969977299001,with_promo
