date,store_nbr,family,sales_pred,scenario
2017-01-01,44,HOME AND KITCHEN I,205.3684709781277,with_promo
2017-01-01,40,HOME AND KITCHEN I,41.83360200989078,with_promo
2017-01-01,54,HOME AND KITCHEN I,39.86917697328878,with_promo
2017-01-01,5,HOME AND KITCHEN I,47.770392042038786,with_promo
2017-01-01,31,HOME AND KITCHEN I,47.55914482290121,with_promo
2017-01-01,12,HOME AND KITCHEN I,24.05507112220453,with_promo
2017-01-01,37,HOME AND KITCHEN I,44.90133765738298,with_promo
2017-01-01,34,HOME AND KITCHEN I,70.44460879540557,with_promo
2017-01-02,44,HOME AND KITCHEN I,198.33471139022578,with_promo
2017-01-02,40,HOME AND KITCHEN I,37.79541264951306,with_promo
2017-01-02,54,HOME AND KITCHEN I,37.07227945869992,with_promo
2017-01-02,5,HOME AND KITCHEN I,42.60845262986868,with_promo
2017-01-02,31,HOME AND KITCHEN I,41.69236692996301,with_promo
2017-01-02,12,HOME AND KITCHEN I,18.44374555288868,with_promo
2017-01-02,37,HOME AND KITCHEN I,39.415860093192705,with_promo
2017-01-02,34,HOME AND KITCHEN I,63.67275164671822,with_promo
2017-01-03,44,HOME AND KITCHEN I,194.26218294460125,with_promo
2017-01-03,40,HOME AND KITCHEN I,37.6492315796216,with_promo
2017-01-03,54,HOME AND KITCHEN I,37.51935564125683,with_promo
2017-01-03,5,HOME AND KITCHEN I,41.498864125257484,with_promo
2017-01-03,31,HOME AND KITCHEN I,42.31799609108043,with_promo
2017-01-03,12,HOME AND KITCHEN I,18.733892942568954,with_promo
2017-01-03,37,HOME AND KITCHEN I,41.22755659598521,with_promo
2017-01-03,34,HOME AND KITCHEN I,64.54843783792217,with_promo
2017-01-04,44,HOME AND KITCHEN I,270.34210777969156,with_promo
2017-01-04,40,HOME AND KITCHEN I,39.42297280726648,with_promo
2017-01-04,54,HOME AND KITCHEN I,35.28703832395974,with_promo
2017-01-04,5,HOME AND KITCHEN I,44.64103941911963,with_promo
2017-01-04,31,HOME AND KITCHEN I,43.88969977299001,with_promo
2017-01-04,12,HOME AND KITCHEN I,20.05667815916184,with_promo
2017-01-04,37,HOME AND KITCHEN I,42.84021992217759,with_promo
2017-01-04,34,HOME AND KITCHEN I,67.62372688129153,with_promo
2017-01-05,44,HOME AND KITCHEN I,203.20241411669681,with_promo
2017-01-05,40,HOME AND KITCHEN I,40.503752919515485,with_promo
2017-01-05,54,HOME AND KITCHEN I,36.31114107282382,with_promo
2017-01-05,5,HOME AND KITCHEN I,45.46965143504041,with_promo
