date,store_nbr,family,sales_pred,scenario
2017-01-01,44,CELEBRATION,67.0604852075873,no_promo
2017-01-01,40,CELEBRATION,6.911157453215851,no_promo
2017-01-01,54,CELEBRATION,4.722939458487914,no_promo
2017-01-01,5,CELEBRATION,24.02820068501981,no_promo
2017-01-01,31,CELEBRATION,12.350789483700794,no_promo
2017-01-01,12,CELEBRATION,27.369435039273853,no_promo
2017-01-01,37,CELEBRATION,19.27049955223145,no_promo
2017-01-01,34,CELEBRATION,13.821404052235971,no_promo
2017-01-01,44,CELEBRATION,67.52817832478294,with_promo
2017-01-01,40,CELEBRATION,7.378850570411489,with_promo
2017-01-01,54,CELEBRATION,5.190632575683551,with_promo
2017-01-01,5,CELEBRATION,24.49589380221545,with_promo
2017-01-01,31,CELEBRATION,12.818482600896433,with_promo
2017-01-01,12,CELEBRATION,27.83712815646949,with_promo
2017-01-01,37,CELEBRATION,19.738192669427086,with_promo
2017-01-01,34,CELEBRATION,14.28909716943161,with_promo
2017-01-02,44,CELEBRATION,38.541322447958876,no_promo
2017-01-02,40,CELEBRATION,19.46981847968064,no_promo
2017-01-02,54,CELEBRATION,5.540364390770841,no_promo
2017-01-02,5,CELEBRATION,20.814559090824744,no_promo
2017-01-02,31,CELEBRATION,8.701052976957381,no_promo
2017-01-02,12,CELEBRATION,6.542804105772014,no_promo
2017-01-02,37,CELEBRATION,11.523373295480447,no_promo
2017-01-02,34,CELEBRATION,11.739313530353924,no_promo
2017-01-02,44,CELEBRATION,38.80225388728022,with_promo
2017-01-02,40,CELEBRATION,19.730749919001987,with_promo
2017-01-02,54,CELEBRATION,5.801295830092185,with_promo
2017-01-02,5,CELEBRATION,21.07549053014609,with_promo
2017-01-02,31,CELEBRATION,8.961984416278725,with_promo
2017-01-02,12,CELEBRATION,6.803735545093358,with_promo
2017-01-02,37,CELEBRATION,11.78430473480179,with_promo
2017-01-02,34,CELEBRATION,12.000244969675267,with_promo
2017-01-03,44,CELEBRATION,44.98409655336792,no_promo
2017-01-03,40,CELEBRATION,5.91315916852737,no_promo
2017-01-03,54,CELEBRATION,5.7742342769077215,no_promo
2017-01-03,5,CELEBRATION,20.60828718044975,no_promo
2017-01-03,31,CELEBRATION,8.862581690497326,no_promo
2017-01-03,12,CELEBRATION,9.301839228998526,no_promo
2017-01-03,37,CELEBRATION,30.55853145314733,no_promo
2017-01-03,34,CELEBRATION,9.006052511954337,no_promo
2017-01-03,44,CELEBRATION,45.245027992689266,with_promo
2017-01-03,40,CELEBRATION,6.174090607848714,with_promo
2017-01-03,54,CELEBRATION,6.0351657162290655,with_promo
2017-01-03,5,CELEBRATION,20.869218619771097,with_promo
2017-01-03,31,CELEBRATION,9.12351312981867,with_promo
2017-01-03,12,CELEBRATION,9.56277066831987,with_promo
2017-01-03,37,CELEBRATION,30.81946289246867,with_promo
2017-01-03,34,CELEBRATION,9.266983951275682,with_promo
2017-01-04,44,CELEBRATION,53.17870393251002,no_promo
2017-01-04,40,CELEBRATION,7.986132139855292,no_promo
2017-01-04,54,CELEBRATION,5.185709374279805,no_promo
2017-01-04,5,CELEBRATION,25.2812109476896,no_promo
2017-01-04,31,CELEBRATION,10.896213363704032,no_promo
2017-01-04,12,CELEBRATION,7.523223070578657,no_promo
2017-01-04,37,CELEBRATION,14.23475993616125,no_promo
2017-01-04,34,CELEBRATION,14.715158448863939,no_promo
2017-01-04,44,CELEBRATION,53.43963537183136,with_promo
2017-01-04,40,CELEBRATION,8.247063579176636,with_promo
2017-01-04,54,CELEBRATION,5.446640813601149,with_promo
2017-01-04,5,CELEBRATION,25.542142387010948,with_promo
2017-01-04,31,CELEBRATION,11.157144803025375,with_promo
2017-01-04,12,CELEBRATION,7.784154509900001,with_promo
2017-01-04,37,CELEBRATION,14.495691375482593,with_promo
2017-01-04,34,CELEBRATION,14.976089888185282,with_promo
2017-01-05,44,CELEBRATION,80.33397809580445,no_promo
2017-01-05,40,CELEBRATION,6.984653756526708,no_promo
2017-01-05,54,CELEBRATION,6.024460854804778,no_promo
2017-01-05,5,CELEBRATION,23.22474770570622,no_promo
2017-01-05,31,CELEBRATION,7.23359932607353,no_promo
2017-01-05,12,CELEBRATION,6.881854119999127,no_promo
2017-01-05,37,CELEBRATION,13.545056857078375,no_promo
2017-01-05,34,CELEBRATION,11.57001824815924,no_promo
2017-01-05,44,CELEBRATION,80.5949095351258,with_promo
2017-01-05,40,CELEBRATION,7.245585195848051,with_promo
2017-01-05,54,CELEBRATION,6.285392294126122,with_promo
2017-01-05,5,CELEBRATION,23.485679145027568,with_promo
2017-01-05,31,CELEBRATION,7.494530765394873,with_promo
2017-01-05,12,CELEBRATION,7.142785559320471,with_promo
2017-01-05,37,CELEBRATION,13.80598829639972,with_promo
2017-01-05,34,CELEBRATION,11.830949687480583,with_promo
2017-01-06,44,CELEBRATION,79.7487377360713,no_promo
2017-01-06,40,CELEBRATION,8.465793892390156,no_promo
2017-01-06,54,CELEBRATION,6.2940253328432165,no_promo
2017-01-06,5,CELEBRATION,24.11983034617333,no_promo
2017-01-06,31,CELEBRATION,6.7283866837035085,no_promo
2017-01-06,12,CELEBRATION,9.696350640680171,no_promo
2017-01-06,37,CELEBRATION,29.860395365884848,no_promo
2017-01-06,34,CELEBRATION,16.023411502285402,no_promo
2017-01-06,44,CELEBRATION,80.00966917539266,with_promo
2017-01-06,40,CELEBRATION,8.7267253317115,with_promo
2017-01-06,54,CELEBRATION,6.5549567721645605,with_promo
2017-01-06,5,CELEBRATION,24.380761785494677,with_promo
2017-01-06,31,CELEBRATION,6.9893181230248524,with_promo
2017-01-06,12,CELEBRATION,9.957282080001516,with_promo
2017-01-06,37,CELEBRATION,30.121326805206188,with_promo
2017-01-06,34,CELEBRATION,16.284342941606745,with_promo
2017-01-07,44,CELEBRATION,56.7376178678838,no_promo
2017-01-07,40,CELEBRATION,7.84743225037302,no_promo
2017-01-07,54,CELEBRATION,8.977882243300199,no_promo
2017-01-07,5,CELEBRATION,29.948543492152517,no_promo
2017-01-07,31,CELEBRATION,8.878564171752899,no_promo
2017-01-07,12,CELEBRATION,30.122325508519076,no_promo
2017-01-07,37,CELEBRATION,25.685528545830827,no_promo
2017-01-07,34,CELEBRATION,13.724002477923145,no_promo
2017-01-07,44,CELEBRATION,57.205310985079436,with_promo
2017-01-07,40,CELEBRATION,8.315125367568658,with_promo
2017-01-07,54,CELEBRATION,9.445575360495837,with_promo
2017-01-07,5,CELEBRATION,30.416236609348154,with_promo
2017-01-07,31,CELEBRATION,9.346257288948538,with_promo
2017-01-07,12,CELEBRATION,30.590018625714713,with_promo
2017-01-07,37,CELEBRATION,26.153221663026464,with_promo
2017-01-07,34,CELEBRATION,14.191695595118782,with_promo
2017-01-08,44,CELEBRATION,39.12909322634525,no_promo
2017-01-08,40,CELEBRATION,7.251589465204478,no_promo
2017-01-08,54,CELEBRATION,7.174271560712982,no_promo
2017-01-08,5,CELEBRATION,23.85660668359818,no_promo
2017-01-08,31,CELEBRATION,10.256139665719147,no_promo
2017-01-08,12,CELEBRATION,7.0885607237955846,no_promo
2017-01-08,37,CELEBRATION,20.451330714280793,no_promo
2017-01-08,34,CELEBRATION,14.924671643068093,no_promo
2017-01-08,44,CELEBRATION,39.596786343540884,with_promo
2017-01-08,40,CELEBRATION,7.719282582400116,with_promo
2017-01-08,54,CELEBRATION,7.64196467790862,with_promo
2017-01-08,5,CELEBRATION,24.324299800793817,with_promo
2017-01-08,31,CELEBRATION,10.723832782914785,with_promo
2017-01-08,12,CELEBRATION,7.556253840991222,with_promo
2017-01-08,37,CELEBRATION,20.91902383147643,with_promo
2017-01-08,34,CELEBRATION,15.392364760263732,with_promo
2017-01-09,44,CELEBRATION,34.328918753969155,no_promo
2017-01-09,40,CELEBRATION,9.537845763798671,no_promo
2017-01-09,54,CELEBRATION,3.974697351832042,no_promo
2017-01-09,5,CELEBRATION,18.739472286680723,no_promo
2017-01-09,31,CELEBRATION,6.906299457282378,no_promo
2017-01-09,12,CELEBRATION,9.25383013770601,no_promo
2017-01-09,37,CELEBRATION,10.336682760005464,no_promo
2017-01-09,34,CELEBRATION,9.98113933421727,no_promo
2017-01-09,44,CELEBRATION,34.5898501932905,with_promo
2017-01-09,40,CELEBRATION,9.798777203120016,with_promo
2017-01-09,54,CELEBRATION,4.2356287911533865,with_promo
2017-01-09,5,CELEBRATION,19.00040372600207,with_promo
2017-01-09,31,CELEBRATION,7.167230896603721,with_promo
2017-01-09,12,CELEBRATION,9.514761577027354,with_promo
2017-01-09,37,CELEBRATION,10.597614199326808,with_promo
2017-01-09,34,CELEBRATION,10.242070773538613,with_promo
2017-01-10,44,CELEBRATION,29.512499325735213,no_promo
2017-01-10,40,CELEBRATION,5.59343411047165,no_promo
2017-01-10,54,CELEBRATION,7.0122178141903415,no_promo
2017-01-10,5,CELEBRATION,18.216523135715647,no_promo
2017-01-10,31,CELEBRATION,6.5540731405481045,no_promo
2017-01-10,12,CELEBRATION,7.603459984627755,no_promo
2017-01-10,37,CELEBRATION,14.92060499037325,no_promo
2017-01-10,34,CELEBRATION,10.889781795964591,no_promo
2017-01-10,44,CELEBRATION,29.77343076505656,with_promo
2017-01-10,40,CELEBRATION,5.854365549792994,with_promo
2017-01-10,54,CELEBRATION,7.2731492535116855,with_promo
2017-01-10,5,CELEBRATION,18.477454575036994,with_promo
2017-01-10,31,CELEBRATION,6.815004579869448,with_promo
2017-01-10,12,CELEBRATION,7.864391423949098,with_promo
2017-01-10,37,CELEBRATION,15.181536429694592,with_promo
2017-01-10,34,CELEBRATION,11.150713235285934,with_promo
2017-01-11,44,CELEBRATION,37.63928442429315,no_promo
2017-01-11,40,CELEBRATION,9.69532713412216,no_promo
2017-01-11,54,CELEBRATION,4.587088858199456,no_promo
2017-01-11,5,CELEBRATION,21.773252784814915,no_promo
2017-01-11,31,CELEBRATION,6.28744347275547,no_promo
2017-01-11,12,CELEBRATION,10.296870983626308,no_promo
2017-01-11,37,CELEBRATION,16.389378010842627,no_promo
2017-01-11,34,CELEBRATION,9.612359636235698,no_promo
2017-01-11,44,CELEBRATION,37.9002158636145,with_promo
2017-01-11,40,CELEBRATION,9.956258573443503,with_promo
2017-01-11,54,CELEBRATION,4.8480202975208,with_promo
2017-01-11,5,CELEBRATION,22.034184224136254,with_promo
2017-01-11,31,CELEBRATION,6.548374912076814,with_promo
2017-01-11,12,CELEBRATION,10.55780242294765,with_promo
2017-01-11,37,CELEBRATION,16.650309450163974,with_promo
2017-01-11,34,CELEBRATION,9.873291075557043,with_promo
2017-01-12,44,CELEBRATION,38.09406683630456,no_promo
2017-01-12,40,CELEBRATION,8.322589493266053,no_promo
2017-01-12,54,CELEBRATION,6.200749009942846,no_promo
2017-01-12,5,CELEBRATION,23.015760777623484,no_promo
2017-01-12,31,CELEBRATION,6.139267359649458,no_promo
2017-01-12,12,CELEBRATION,7.572428220838379,no_promo
2017-01-12,37,CELEBRATION,14.007705648799421,no_promo
2017-01-12,34,CELEBRATION,8.286688864118112,no_promo
2017-01-12,44,CELEBRATION,38.35499827562591,with_promo
2017-01-12,40,CELEBRATION,8.583520932587396,with_promo
2017-01-12,54,CELEBRATION,6.461680449264189,with_promo
2017-01-12,5,CELEBRATION,23.27669221694483,with_promo
2017-01-12,31,CELEBRATION,6.400198798970801,with_promo
2017-01-12,12,CELEBRATION,7.833359660159723,with_promo
2017-01-12,37,CELEBRATION,14.268637088120764,with_promo
2017-01-12,34,CELEBRATION,8.547620303439457,with_promo
2017-01-13,44,CELEBRATION,51.43208269000007,no_promo
2017-01-13,40,CELEBRATION,6.603297665123064,no_promo
2017-01-13,54,CELEBRATION,7.768237494717054,no_promo
2017-01-13,5,CELEBRATION,24.71123076276225,no_promo
2017-01-13,31,CELEBRATION,8.387132746857429,no_promo
2017-01-13,12,CELEBRATION,11.135257572955629,no_promo
2017-01-13,37,CELEBRATION,14.511377983298333,no_promo
2017-01-13,34,CELEBRATION,11.961259746623334,no_promo
2017-01-13,44,CELEBRATION,51.69301412932142,with_promo
2017-01-13,40,CELEBRATION,6.864229104444408,with_promo
2017-01-13,54,CELEBRATION,8.029168934038399,with_promo
2017-01-13,5,CELEBRATION,24.972162202083588,with_promo
2017-01-13,31,CELEBRATION,8.648064186178773,with_promo
2017-01-13,12,CELEBRATION,11.396189012276972,with_promo
2017-01-13,37,CELEBRATION,14.772309422619676,with_promo
2017-01-13,34,CELEBRATION,12.222191185944679,with_promo
2017-01-14,44,CELEBRATION,39.491614816599615,no_promo
2017-01-14,40,CELEBRATION,9.081491182552332,no_promo
