date,store_nbr,family,sales_pred,scenario
2017-01-01,44,PRODUCE,11031.303585176542,no_promo
2017-01-01,40,PRODUCE,1478.8033388721792,no_promo
2017-01-01,54,PRODUCE,1466.7933937536534,no_promo
2017-01-01,5,PRODUCE,2953.4579684644814,no_promo
2017-01-01,31,PRODUCE,2371.4665236750693,no_promo
2017-01-01,12,PRODUCE,538.6224489940769,no_promo
2017-01-01,37,PRODUCE,3194.112976672881,no_promo
2017-01-01,34,PRODUCE,1279.9007995625523,no_promo
2017-01-02,44,PRODUCE,10339.107937114426,no_promo
2017-01-02,40,PRODUCE,976.1927452450836,no_promo
2017-01-02,54,PRODUCE,540.2668337968513,no_promo
2017-01-02,5,PRODUCE,1566.2734129073117,no_promo
2017-01-02,12,PRODUCE,317.4909977667626,no_promo
2017-01-02,31,PRODUCE,1311.0564392587562,no_promo
2017-01-02,37,PRODUCE,2479.7731738382986,no_promo
2017-01-02,34,PRODUCE,689.3556885245853,no_promo
2017-01-03,44,PRODUCE,8277.877374846095,no_promo
2017-01-03,40,PRODUCE,1722.041342078324,no_promo
2017-01-03,54,PRODUCE,641.5368198108132,no_promo
2017-01-03,5,PRODUCE,1353.7132419196287,no_promo
2017-01-03,12,PRODUCE,309.7288735342737,no_promo
2017-01-03,31,PRODUCE,2286.9632477286546,no_promo
2017-01-03,37,PRODUCE,2783.2360182925468,no_promo
2017-01-03,34,PRODUCE,945.4971471309702,no_promo
2017-01-04,44,PRODUCE,11022.831373004828,no_promo
2017-01-04,40,PRODUCE,876.568361608414,no_promo
2017-01-04,54,PRODUCE,468.15241950638836,no_promo
2017-01-04,5,PRODUCE,1856.524362130271,no_promo
2017-01-04,12,PRODUCE,277.75975176205253,no_promo
2017-01-04,31,PRODUCE,1297.876300034393,no_promo
2017-01-04,37,PRODUCE,3704.827775038589,no_promo
2017-01-04,34,PRODUCE,664.9234649951587,no_promo
2017-01-05,44,PRODUCE,8695.165243719664,no_promo
2017-01-05,40,PRODUCE,1031.4233695719804,no_promo
2017-01-05,54,PRODUCE,558.4737198581302,no_promo
2017-01-05,5,PRODUCE,1711.444618888378,no_promo
2017-01-05,12,PRODUCE,276.6490008543716,no_promo
2017-01-05,31,PRODUCE,1739.1549514299259,no_promo
2017-01-05,37,PRODUCE,2655.85335102574,no_promo
2017-01-05,34,PRODUCE,744.9551375166594,no_promo
2017-01-06,44,PRODUCE,11529.254041627439,no_promo
2017-01-06,40,PRODUCE,1174.079148266703,no_promo
2017-01-06,54,PRODUCE,676.6245654395266,no_promo
2017-01-06,5,PRODUCE,2294.253508006156,no_promo
2017-01-06,37,PRODUCE,3207.86123015988,no_promo
2017-01-06,12,PRODUCE,353.34287935554704,no_promo
2017-01-06,31,PRODUCE,2481.069459290523,no_promo
2017-01-06,34,PRODUCE,1071.9294702559878,no_promo
2017-01-07,44,PRODUCE,11191.244036234224,no_promo
2017-01-07,40,PRODUCE,1693.4570056858756,no_promo
2017-01-07,54,PRODUCE,1259.079504086831,no_promo
2017-01-07,5,PRODUCE,2682.5412145418845,no_promo
2017-01-07,31,PRODUCE,3870.7671520443982,no_promo
2017-01-07,12,PRODUCE,540.0820328650758,no_promo
2017-01-07,37,PRODUCE,3153.611355651336,no_promo
2017-01-07,34,PRODUCE,1349.8548984503334,no_promo
2017-01-08,44,PRODUCE,2193.3184718578837,no_promo
2017-01-08,40,PRODUCE,279.2855018192585,no_promo
