date,store_nbr,family,sales_pred,scenario
2017-01-01,44,FROZEN FOODS,1405.0897156728302,with_promo
2017-01-01,40,FROZEN FOODS,208.4299221811208,with_promo
2017-01-01,54,FROZEN FOODS,145.43621726517932,with_promo
2017-01-01,5,FROZEN FOODS,584.8605815444779,with_promo
2017-01-01,31,FROZEN FOODS,615.8081295132255,with_promo
2017-01-01,12,FROZEN FOODS,77.4983976423423,with_promo
2017-01-01,37,FROZEN FOODS,365.87722305610504,with_promo
2017-01-01,34,FROZEN FOODS,336.23075173336065,with_promo
2017-01-02,44,FROZEN FOODS,1148.4026002358428,with_promo
2017-01-02,40,FROZEN FOODS,279.9313864239545,with_promo
2017-01-02,54,FROZEN FOODS,44.26396800536247,with_promo
2017-01-02,5,FROZEN FOODS,364.70025020860044,with_promo
2017-01-02,31,FROZEN FOODS,492.06461220546475,with_promo
2017-01-02,12,FROZEN FOODS,46.7865132457128,with_promo
2017-01-02,37,FROZEN FOODS,332.7606291780261,with_promo
2017-01-02,34,FROZEN FOODS,246.2095356767552,with_promo
2017-01-03,44,FROZEN FOODS,1312.5921143564142,with_promo
2017-01-03,40,FROZEN FOODS,285.3343306885551,with_promo
2017-01-03,54,FROZEN FOODS,64.50743687392173,with_promo
2017-01-03,5,FROZEN FOODS,432.9605999697234,with_promo
2017-01-03,31,FROZEN FOODS,454.12819438391057,with_promo
2017-01-03,12,FROZEN FOODS,35.422947120001766,with_promo
2017-01-03,37,FROZEN FOODS,167.87987274724878,with_promo
2017-01-03,34,FROZEN FOODS,225.20406867682573,with_promo
2017-01-04,44,FROZEN FOODS,1051.1143912070456,with_promo
2017-01-04,40,FROZEN FOODS,259.60786869302956,with_promo
2017-01-04,54,FROZEN FOODS,34.62001261344648,with_promo
2017-01-04,5,FROZEN FOODS,413.55307154350635,with_promo
2017-01-04,31,FROZEN FOODS,532.2031927337509,with_promo
2017-01-04,12,FROZEN FOODS,52.05042618396715,with_promo
2017-01-04,37,FROZEN FOODS,210.5298708248813,with_promo
2017-01-04,34,FROZEN FOODS,245.91122024636616,with_promo
2017-01-05,44,FROZEN FOODS,1021.2957534652047,with_promo
2017-01-05,40,FROZEN FOODS,144.1334400425166,with_promo
2017-01-05,54,FROZEN FOODS,54.820837925460154,with_promo
2017-01-05,5,FROZEN FOODS,216.8194837698344,with_promo
2017-01-05,31,FROZEN FOODS,571.9278964912311,with_promo
2017-01-05,12,FROZEN FOODS,16.526090812485137,with_promo
2017-01-05,37,FROZEN FOODS,219.080470214022,with_promo
2017-01-05,34,FROZEN FOODS,168.24335533799302,with_promo
2017-01-06,44,FROZEN FOODS,1261.595236046851,with_promo
2017-01-06,40,FROZEN FOODS,192.36515873202808,with_promo
2017-01-06,54,FROZEN FOODS,64.27371147459431,with_promo
2017-01-06,5,FROZEN FOODS,310.63558704973946,with_promo
2017-01-06,31,FROZEN FOODS,567.227917535661,with_promo
2017-01-06,12,FROZEN FOODS,27.475629267795853,with_promo
2017-01-06,37,FROZEN FOODS,156.74232263003222,with_promo
2017-01-06,34,FROZEN FOODS,230.6992401719919,with_promo
2017-01-07,44,FROZEN FOODS,1322.8621471704673,with_promo
2017-01-07,40,FROZEN FOODS,137.25416234554478,with_promo
2017-01-07,54,FROZEN FOODS,38.34698480279292,with_promo
2017-01-07,5,FROZEN FOODS,234.78008754910599,with_promo
2017-01-07,31,FROZEN FOODS,86.2583657572709,with_promo
